file,seg_idx,cls,band_2500_4300,crest_factor,impulse_factor,kurtosis,mean,peak,peak_freq,pp_amp,rms,shape_factor,skew,spec_bw,spec_centroid,spec_entropy,spec_rolloff95,std,stft_kurt,stft_mean,stft_skew,stft_std,zcr
12kHz_DE_data/B/0007/B007_0.mat,0,B,0.8970931667872376,3.836140632115924,4.811998101756264,-0.016663732149603483,0.002387676646957819,0.5252523422241211,3263.671875,1.0384477972984314,0.13692207679325047,1.2543852176417567,-0.040384195247642245,757.4616428888303,2987.0048069348227,8.03869,3489.2578125,0.13690125680068224,14.392017364501953,0.0025941282510757446,3.3316004276275635,0.0042968085035681725,0.5007083923660305
12kHz_DE_data/B/0007/B007_0.mat,1,B,0.8828840221135996,4.230995045428009,5.288159757926163,-0.07369134515171805,0.0022266492941556255,0.5705717206001282,3445.3125,1.070122629404068,0.1348552088739631,1.249861959446468,-0.011911766716542168,797.8105616569958,2953.9906557051527,8.125483,3503.90625,0.134836825064079,13.87205696105957,0.002577238017693162,3.3124375343322754,0.004246028605848551,0.5011250937578131
12kHz_DE_data/B/0007/B007_0.mat,2,B,0.8977249935802349,4.112273224281776,5.13978699901358,-0.09627514595734032,0.0019914432381337973,0.5705717206001282,3263.671875,1.1250256896018982,0.13874849492659097,1.249865152107985,0.003721536862934711,735.240499224021,3000.5502910012083,8.042854,3495.1171875,0.1387342026979055,16.1328182220459,0.0026335467118769884,3.495527505874634,0.004406124819070101,0.5042086840570047
12kHz_DE_data/B/0007/B007_0.mat,3,B,0.8978414161175727,4.133699454077845,5.184317294653602,-0.024114536440335677,0.0012752397028883327,0.5794690251350403,3231.4453125,1.0545288920402527,0.14018170202462768,1.2541592228003784,0.007951648941032306,738.9410177143529,2990.2595281387726,8.03432,3495.1171875,0.14017590144608197,14.351249694824219,0.0026651800144463778,3.3425910472869873,0.0044455635361373425,0.5043753646137178
12kHz_DE_data/B/0007/B007_0.mat,4,B,0.895796264796764,4.18218622823127,5.246093345769714,-0.014271451342552144,0.0008192707364384356,0.5794690251350403,3231.4453125,1.067686140537262,0.13855648541407184,1.2543901824167523,-0.0011300057736353534,744.8408514110268,2984.1480537244415,8.029215,3495.1171875,0.13855406325965444,13.628734588623047,0.0026144736912101507,3.2983152866363525,0.004381961189210415,0.5052921076756396
12kHz_DE_data/B/0007/B007_0.mat,5,B,0.9001735137634264,3.57004558917893,4.453145984521018,-0.13954500432163863,0.000662087704948135,0.4882171154022217,3263.671875,0.9398496747016907,0.1367537481533775,1.247363898653358,-0.01295774057806149,741.9451787047623,2995.6433215043617,7.9877605,3486.328125,0.13675214540864927,14.847623825073242,0.0025841735769063234,3.389657974243164,0.004347281996160746,0.506292191015918
12kHz_DE_data/B/0007/B007_0.mat,6,B,0.8942865869035072,4.5351198889963165,5.664008419323276,-0.03424303101539872,6.350072118766548e-05,0.6196271181106567,3445.3125,1.1456549763679504,0.13662860812335734,1.2489214305060723,-0.02534395495836112,763.6705315986752,2987.247095539254,8.031429,3500.9765625,0.13662859336677793,14.79672622680664,0.0025616458151489496,3.4002389907836914,0.004327759612351656,0.5098758229852488
12kHz_DE_data/B/0007/B007_0.mat,7,B,0.9006990697439092,4.485170792692821,5.639600794181802,0.04568245827608619,-0.0003019106664851279,0.6196271181106567,3445.3125,1.1456549763679504,0.13815017236705002,1.2573881920681682,-0.02437166904865534,746.7267526189024,3003.738686843439,7.948199,3512.6953125,0.1381498424718432,13.896160125732422,0.0025877621956169605,3.3407201766967773,0.004382488317787647,0.5098758229852488
12kHz_DE_data/B/0007/B007_0.mat,8,B,0.8981795342754811,4.120336478543709,5.165962374683786,-0.06435192590382321,-0.0004557096161339966,0.5621250867843628,3445.3125,1.0348742008209229,0.13642698592880936,1.2537719677864212,-0.01048281088181198,740.3046103009996,2991.787014780183,7.9807158,3512.6953125,0.13642622481900357,13.485616683959961,0.0025863349437713623,3.277222156524658,0.004307695664465427,0.5023751979331611
12kHz_DE_data/B/0007/B007_0.mat,9,B,0.8956280481120655,4.394486428767965,5.481997747734745,-0.0988371264718717,-0.0006394508490999821,0.5916882753372192,3445.3125,1.0493309199810028,0.13464332747950028,1.2474717663950003,-0.02069122854253181,739.4672500790264,3006.2455366341724,7.9382114,3512.6953125,0.134641809024402,14.551666259765625,0.0025492317508906126,3.3799588680267334,0.004245950374752283,0.4990415867988999
